aaaf 硬碰硬
evch 伊娃
evcn 伊始
evdd 健兒
evdd 爭鬥
evdh 健壯
evdh 爭衡
evdh 佃戶
evdj 爭得
evdj 偶得
evdw 健將
evea 爭優
evec 偎依
eved 偶們
evef 倘使
eveg 傻里傻氣
eveh 偶像
evek 償付
evek 俚俗
evep 侵佔
evey 爭價
evfa 侵擾
evfh 爭持
evfk 偶爾
evfo 侵吞
evfr 爭搶
evfw 偎抱
evgi 儘管
evgo 爭逐
evgp 爭端
evgq 爭氣
evgs 爭辦
evgw 侵襲
evgx 爭辯
evhf 爭冠
evhj 侵略者
evhq 爭執
evhr 健忘
evia 侵犯
evia 偶犯
evia 健實
evib 侵害
evie 健在
evig 爭寵
evin 爭雄
evir 伊寧
evis 健身
eviw 倘有
evjf 儘量
evjj 健旺
evjn 侵晨
evjz 儘早
evkf 偶感
evkl 倘或
evkl 偶或
evkm 爭分
evkv 侵蝕
evkv 伊朗
evkz 僞君子
evkz 偽君子
evla 爭嘴
evlb 爭取
evlc 伊川
evlg 偶數
evll 爭戰
evlo 爭吵
evlt 爭鳴
evlv 倒胃口
evmm 伊犁
evmm 伊利
evmq 集思廣益
evmr 雙魚座
evmv 健康
evmw 佃租
evnh 償清
evnm 爭渡
evnw 倘能
evod 爭先
evod 儘先
evoe 爭奪
evoe 侵奪
evoj 伊春
evoj 爭春
evol 爭光
evpb 爭豔
evpf 償還
evps 雙鴨山
evqo 健美
evqw 爭着
evra 償命
evrb 儘快
evre 伊人
evrh 偶合
evrj 健全
evrk 爭創
evrp 信賞必罰
evse 以點帶面
evsh 爭芳
evsh 爭著
evsi 倘若
evss 侵華
evsv 伊蘇
evtp 彩虹島
evtt 爭鋒
evul 儘速
evur 侵入
evus 侵權
evus 爭權
evuw 爭相
evux 瓜田李下
evvo 偶遇
evvt 侵略
evvv 爭當
evvw 健胃
evvy 雞鴨魚肉
evwi 偶然
evwi 倘然
evwl 健腦
evwp 偎貼
evwq 爭勝
evwr 爭臉
evws 爭購
evws 保鮮膜
evwv 伊甸
evxa 爭頂
evxc 儘讓
evxf 俚語
evxl 俚歌
evxl 儘可
evxq 爭議
evxq 健談
evxr 爭論
evys 爭霸
evys 佃農
evys 爭艶
ewbb 側轉
ewbd 側擊
ewbp 雙眼皮
ewcb 佐丹奴
ewcj 依然如故
ewcm 覓到
ewcr 愛財如命
ewdh 伊甸園
ewdl 側聞
ewdm 側門
ewdn 側後
ewdu 催眠術
ewec 民脂民膏
eweh 俱佳
ewej 側目而視
ewel 佝僂
ewem 側面
ewes 俱備
ewev 倜儻
ewfg 面目一新
ewfn 覓求
ewgl 側部
ewgw 傷腦筋
ewhc 價目表
ewhe 使眼色
ewhf 側方
ewhh 巴貝多
ewhj 優勝者
ewic 側室
ewid 悠然自得
ewii 側邊
ewis 側身
ewjc 側影
ewjf 而且是
ewjg 依然故我
ewjp 側卧
ewjr 側臥
ewjw 側視
ewkf 集腋成裘
ewkj 已見分曉
ewks 覓食
ewlb 覓取
ewle 側耳
ewll 伺服器
ewml 乳腺癌
ewmv 側重
ewnb 側漏
ewnk 側泳
ewnu 乳膠漆
ewod 側線
ewod 民胞物與
ewon 優勝劣汰
ewow 優勝劣敗
ewpg 傲然屹立
ewpm 雙月刊
ewpu 受賄罪
ewpx 促膝長談
ewqw 俠肝義膽
ewqw 側着
ewrj 俱全
ewro 偶然性
ewro 側近
ewrp 做賊心虚
ewrp 做賊心虛
ewru 面目全非
ewsd 催眠藥
ewsh 側著
ewuf 佛眼相看
ewug 側枝
ewun 側根
ewuu 面目皆非
ewvv 側翼
ewwg 側睡
ewwl 覓句
ewwm 側目
ewwn 雙胞胎
ewwr 側臉
ewwy 靦腆
ewxe 側記
ewxr 促膝談心
ewxr 面目可憎
ewxy 側體
ewys 催眠曲
exai 何止
exao 信步
exau 何不
exax 供認不諱
exaz 何足
exbj 民居
exbn 民強
exbq 保護層
exch 個體户
exch 儲户
exch 何妨
exch 民房
exck 民享
excl 何如
excm 民初
excn 民女
excq 何啻
excv 民婦
excz 何至
exda 何須
exdb 民團
exdc 民航
exdd 信譽
exdh 信徒
exdh 儲戶
exdh 個體戶
exdj 民間
exdk 民國
exdk 保護國
exdn 民樂
exdr 以誠待人
exdx 隻言片語
exeb 信佛
exee 信條
exee 民選
exef 信使
exeg 儲值
exek 信仰
exek 信貸
exek 民俗
exek 何以
exek 何爲
exel 愛丁堡
exem 信任
exen 以言代法
exeo 信件
exeo 民進
exes 儲備
exex 以訛傳訛
exfa 民政
exfj 傳誦一時
exfn 何求
exfs 信手
exgc 但説無妨
exgc 但說無妨
exgh 何等
exgj 民意
exgj 何年
exgj 何意
exgk 信箋
exgp 民衆
exgs 民辦
exgs 集體舞
exgu 信箱
exgv 信筆
exha 民怨
exhb 民運
exhb 儲運
exhb 民聲
exhe 保護色
exhf 供過於求
exhf 何方
exhf 受讓方
exhg 民族
exhh 信封
exhj 何地
exhj 何者
exhk 信教
exhn 何去
exhq 信報
exhq 信達
exhs 何解
exie 儲存
exie 何在
exig 民工
exig 民宅
exig 民家
exig 改過自新
exih 民資
exik 信守
exil 何况
exir 信息
exiw 民有
exiw 信宜
exjb 保護神
exjf 儲量
exjh 何時
exjl 民智
exjl 保護區
exjm 集體照
exjn 信匯
exjq 何炅
exjr 何日
exjt 何故
exjw 民盟
exkj 民主
exkk 何為
exkl 民事
exkl 何事
exkq 集體主義
exkq 亂七八糟
exld 信號
exlf 民風
exlf 信風
exll 何患
exls 信史
exmc 民委
exmi 民科
exmm 何種
exmq 何愁
exms 信度
exms 民瘼
exna 信源
exnb 何潔
exnh 民法
exnl 何況
exnn 民治
exnw 儘可能
exof 民夫
exoj 信奉
exok 信紙
exon 集體經濟
exos 民生
exow 信物
exow 民約
exow 何物
expb 民豐
expe 民眾
expg 何干
exph 民防
expi 民院
expj 信陽
expt 何處
exqc 民粹
exqg 信義
exqi 信道
exqj 何曾
exqj 民爆
exqq 民營
exra 民企
exra 民命
exre 代言人
exre 保護人
exre 何人
exre 受讓人
exrf 民兵
exrg 何必
exrg 民憤
exrh 民情
exri 信心
exri 民心
exrk 信念
exrr 保護傘
exrt 信鴿
exrw 何懼
exsc 儲蓄
exsg 民革
exsj 何苦
exsk 儲藏
exsl 民力
exsw 民警
exsy 信用
exsy 民用
exsy 何用
extj 保證金
extk 儲錢
extn 信函
exuc 民校
exud 以誠相待
exue 信札
exuf 民本
exuk 何極
exul 信賴
exul 何來
exun 付諸東流
exuq 何其
exus 民權
exvh 保證書
exvj 民建
exvt 民田
exvu 何嘗
exwa 信服
exwk 民賊
exws 保護膜
exxd 民屯
exxe 民謡
exxg 信託
exxg 民諺
exxg 何許
exxg 民計
exxh 信訪
exxk 俗話說
exxl 民歌
exxo 民變
exxq 俗話説
exxq 何談
exxr 民訴
exxv 何謂
exxw 民調
exxw 民謠
exye 何需
exys 愛詞霸
eyar 價碼
eybt 供電局
eydr 供電所
eyds 儒學
eydu 儒術
eydw 儒將
eyeg 價值
eyeg 價位
eyeo 假冒僞劣
eyeo 假冒偽劣
eyeu 化零爲整
eyhg 侗族
eyhj 價款
eyhk 儒教
eyia 雞零狗碎
eyig 儒家
eyig 作曲家
eyje 儒雅
eyjj 儒醫
eykn 雋永
eyku 化零為整
eylw 售票員
eymq 價廉
eyno 巴甫洛夫
eyod 雙曲線
eyos 儒生
eyoy 優酷網
eypq 巴西隊
eypt 售票處
eyqi 價差
eytj 雞内金
eytj 雞內金
eytk 價錢
eyut 價格
eyvx 雞同鴨講
eywm 價目
ezdd 爪兒
ezja 爪牙
ezkz 爪子
faaf 一蹶不振
faah 正確
faai 拓跋
faam 打破砂鍋問到底
faao 正步
faao 一步步
faar 死不足惜
faat 正路
faau 互不
faaw 一頁頁
fabc 正軌
fabc 正弦
fabf 一步登天
fabj 抛磚引玉
fabj 拋磚引玉
fabo 互連
fabp 扯皮
fabr 互惠
fabs 拓展
fabs 互通
fabs 正殿
fabt 政局
facb 正被
facc 捉姦
face 一步到位
fach 正房
fack 正好
fack 搞不好
fack 正交
facl 正如
facm 找不到
facm 捉到
facm 看不到
facm 捱到
facn 正確率
facq 政敵
facy 互補
fada 投石問路
fadc 擾鬧
fadd 正牌
fadd 看不出
fadd 找不出
fadd 扯出
fadf 抹不開
fadf 扯開
fadg 捉鬼
fadh 正裝
fadh 正街
fadi 捨不得孩子套不着狼
fadi 捨不得孩子套不著狼
fadj 捨不得
fadj 焉得
fadm 正門
fadp 正片
fadr 正版
fadt 揭不開鍋
faeb 擾亂
faeb 正傳
faec 一蹴而就
faec 接踵而至
faee 一不做二不休
faeg 正值
faeg 正位
faeh 互愛
faeh 正像
faeh 一路貨色
faeh 正佳
faek 互爲
faek 捉住
faek 扼住
fael 互保
faem 正面
faep 措不及防
faeq 天不作美
faes 互借
faet 政改
faeu 接踵而來
faew 抵足而眠
faex 擾民
faex 互信
faey 正價
fafe 死路一條
fafg 誓不兩立
fafg 一顰一笑
fafh 互換
fafh 扯裂
fafk 一步一個腳印
fafl 摔跟頭
fafl 正副
fafl 正元
fafo 捱揍
fafp 扯掉
fafr 打砸搶
fafs 捉摸
fafs 正手
faft 一石兩鳥
fafu 拇指
fafu 拓撲
fafx 捱打
fagf 手足無措
fagg 正午
fagj 正音
fagn 頭破血流
fagq 正氣
fagq 手不釋卷
fags 政協
fagu 政策
fagw 正直
fagy 正南
fahc 政壇
fahe 正文
fahe 看不起
fahe 正色
fahf 正方
fahh 互幫
fahk 政教
fahk 互教
fahl 正名
fahl 互勉
fahs 排憂解難
fahs 正解
fahw 正負
faib 正割
faid 正巧
faie 正在
faig 政工
faig 政審
faii 拓邊
faij 正宗
faik 扼守
faik 正字
fail 正宮
fais 拓寬
fais 正身
fait 政客
fait 一石二鳥
faiw 焉有
fajf 正是
fajf 正題
fajl 殊不知
fajl 政區
fajp 正邪
fajq 指路明燈
fajs 捉弄
faju 正果
fajv 正理
fajw 正視
fakf 拓印
fakf 互感
fakg 政務
fakg 捱餓
faki 正式
fakj 一不留神
fakk 互為
fakl 政事
fakl 正事
fakl 兩碼事
fala 撅嘴
falb 正取
fale 正中
falf 政風
falg 正職
falg 正數
fall 一路順風
fall 正品
fall 捱駡
falm 手足口病
faln 互聯
fals 正史
famc 政委
famd 捉刀
fame 政府
faml 正廳
famm 互利
famr 正座
fams 正席
famv 互動
famv 擾動
fana 殘磚斷瓦
fane 惡貫滿盈
fang 拓海
fanh 政法
fanh 正法
fanm 打破沙鍋問到底
fann 政治
fann 一石激起千層浪
fanp 一碗水端平
fanq 扯淡
fanr 正派
fanr 互派
fanw 焉能
faob 捷足先登
faoc 正統
faod 正大
faoe 政紀
faoe 一步之遥
faof 正經
faof 政經
faoh 政績
faok 正太
faol 正告
faom 看破紅塵
faor 手足之情
faor 一不小心
faos 互生
faow 正規
faow 一步之遙
faoy 政綱
faoy 扼制
faoy 政制
fape 誓不罷休
fapg 正劇
faph 攔路虎
faph 正餐
faph 鄢陵
fapi 一路平安
fapo 亞歷山大
fapq 抱不平
fapq 扯平
fapr 捱罵
fapt 正處
faqg 正義
faqh 正火
faqi 正道
faqi 互道
faqu 正北
faqw 摸不着頭腦
fara 政企
fara 看不慣
farb 正反
fard 天不怕
fare 死不悔改
farf 捉拿
farf 正途
farh 正忙
fark 政令
fark 互斥
farn 手足情深
faro 正確性
farp 互遞
farr 天不怕地不怕
fasd 正凶
fash 拓荒
fasu 扼殺
fasv 一百萬
fasw 互敬
fasw 摸不著頭腦
fasy 互用
fata 扯蛋
fauf 正本
fauf 拓本
fauj 正東
fauk 正極
faul 捱整
fauq 正業
fauq 正對
fauq 捉對
faus 政權
faus 一路上
faus 扯上
fauu 正比
fauu 正楷
fauw 互相
fauw 正想
favh 正堂
favi 技壓群雄
favi 技壓羣雄
favo 正畸
favp 正常
favp 正點
favr 政界
favs 技壓群芳
favs 技壓羣芳
favv 政黨
favv 正當
favv 捉蟲
favv 捉魚
fawi 扼腕
fawj 政見
fawj 互見
fawj 看不見
fawk 捉賊
fawl 正股
fawm 正則
fawn 正眼
fawn 扯腿
fawq 互贈
fawr 正臉
faws 互助
faww 死不瞑目
faww 手足胼胝
fawy 正月
faxc 互讓
faxc 互諒
faxg 正骨
faxh 互訪
faxl 正誤
faxl 兩不誤
faxl 互設
faxm 正切
faxm 互認
faxo 政變
faxo 捱過
faxo 看不過
faxp 互譯
faxp 互評
faxq 扯談
faxr 政論
faxs 扯謊
faxu 形跡可疑
faxy 政體
faxy 正體
fayb 正電
fayc 正要
fayc 政要
fayc 扼要
fbab 一通百通
fbab 捅破
fbaf 一發不可收拾
fbaj 五百
fbak 五歲
fban 接連不斷
fbbb 撥發
fbbd 抽屜
fbbh 五屆
fbbo 頭皮屑
fbbo 五連
fbbp 一張張
fbbq 五層
fbbs 撥通
fbcb 拂袖
fbcc 拂衣
fbcc 披衣
fbck 五六
fbck 五好
fbcl 振臂高呼
fbcn 摒棄
fbcq 五帝
fbcq 批發商
fbcw 披肩
fbcx 一較高下
fbdd 抽出
fbdd 五四
fbdd 撥出
fbdf 撥開
fbdi 抽逃
fbdj 五行
fbdk 披閱
fbdl 打擊樂器
fbdl 抽回
fbdq 披閲
fbdw 抽奬
fbdw 抽閒
fbdw 抽獎
fbed 五個
fbed 捨車保帥
fbed 政由己出
fbee 拉皮條
fbee 抽選
fbeg 五倍
fbeh 吾愛
fbek 撥付
fbek 五代
fbek 握住
fbek 拽住
fbem 拂面
fbem 抻面
fbeo 掘進
fbeo 捅進
fbeu 五彩
fbey 批發價
fbfb 一張一弛
fbfb 披拂
fbfc 抽搐
fbfg 撥拉
fbfh 披掛
fbfh 抽換
fbfi 五一
fbfj 五更
fbfk 拂拭
fbfl 抽頭
fbfl 振臂一呼
fbfo 五天
fbfp 抉擇
fbfp 抽掉
fbfr 掇拾
fbfs 握手
fbfu 五指
fbfv 摒擋
fbfw 摧眉折腰
fbfx 撥打
fbfx 抽打
fbgh 扭轉乾坤
fbgh 吾等
fbgi 五十
fbgj 五音
fbgj 五年
fbgj 五章
fbgl 批發部
fbgp 抽血
fbgr 抽籤
fbgr 摇尾乞憐
fbgr 搖尾乞憐
fbgv 五筆
fbgv 握筆
fbgw 抽筋
fbha 五毒
fbhd 抽考
fbhd 打擊報復
fbhd 抽離
fbhe 五色
fbhf 五穀
fbhj 撥款
fbhl 抽象
fbhl 撥冗
fbhl 擴展名
fbhl 五臺
fbhn 一專多能
fbhz 抽走
fbib 五官
fbic 一居室
fbig 互通有無
fbih 五次
fbih 抽資
fbii 抽空
fbip 搌布
fbis 抽身
fbjb 握緊
fbjf 抽球
fbjh 拂曉
fbjo 五星
fbjp 五環
fbjr 五日
fbjs 撥弄
fbjw 擠眉弄眼
fbjw 拂煦
fbkm 五分
fbkt 抽成
fblb 抽取
fbld 撥號
fbld 抽咽
fbld 撥叫
fbld 五號
fble 抽吸
fble 抽中
fblf 披風
fblf 抽風
fblg 揚眉吐氣
fblh 抽噎
fbll 一連串
fbln 五味
fbls 握别
fblu 指桑駡槐
fblw 列車員
fblw 握別
fbmb 抽穗
fbmh 拂塵
fbmj 五香
fbmk 抽稅
fbmm 五毛
fbmq 搔癢
fbmq 抽税
fbmq 五千
fbmu 披靡
fbmv 抽動
fbmv 撥動
fbmv 拂動
fbna 披瀝
fbnf 披灑
fbng 抽泣
fbnj 五湖
fbnl 五台
fbnn 五洲
fbns 抽水
fboc 撥絃
fbod 五大
fboe 五級
fboi 披紅
fboi 抽縮
fboi 摇曳生姿
fboi 搖曳生姿
fbok 抽紙
fboo 抽紗
fbop 抽繹
fbor 撥給
fbos 一臂之力
fbos 吾生
fbpc 副局長
fbph 五虎
fbpi 五嶽
fbpr 摒除
fbpt 五峰
fbpt 五峯
fbpu 指桑罵槐
fbqd 拂逆
fbqj 撥糧
fbqo 握拳
fbqw 握着
fbqy 五羊
fbqy 抽煙
fbre 五人
fbrm 政通人和
fbrm 拈輕怕重
fbrr 抽驗
fbsd 五莊
fbsh 抽菸
fbsh 五菱
fbsh 握著
fbsj 抽芽
fbsj 掘墓
fbsl 握力
fbsp 披薩
fbsv 五萬
fbsw 披散
fbtj 五金
fbub 吾輩
fbuj 抽查
fbul 五樓
fbun 殲擊機
fbuq 抽樣
fbur 抽檢
fbus 握權
fbuw 死皮賴臉
fbvj 披甲
fbvp 五點
fbvp 五常
fbwj 五旬
fbwn 一轉眼
fbws 五臟
fbwu 抽脂
fbwy 五月
fbxi 五七
fbxl 五哥
fbxo 拂過
fbxw 抽調
fbya 披露
fbyl 五靈
fbyr 五内
fbyu 五內
fbyv 五雷
fcab 摔破
fcac 摔跤
fcac 摔碎
fcac 一好百好
fcad 抗原
fcaj 擠壓
fcaj 抗壓
fcaj 搞砸
fcax 再好不過
fcbb 摘發
fcbd 抗擊
fcbe 摘引
fcbi 招商引資
fcbs 搞通
fcbt 招商局
fcck 搞好
fcck 抗婚
fccm 搞到
fccm 抛到
fccn 抛棄
fccp 撤市
fccq 抗敵
fcct 招女婿
fcdd 一如旣往
fcdd 撤出
fcdd 摘牌
fcdd 擠出
fcdd 抛出
fcdd 搞出
fcdf 抛開
fcdg 抗禦
fcdg 搞鬼
fcdh 抗衡
fcdh 天高皇帝遠
fcdj 搞得
fcdj 摘得
fcdl 撤回
fcdo 死裏逃生
fcdo 擠迫
fcdo 死裡逃生
fcdr 擅闖
fceb 搞亂
fcec 摔倒
fceg 摔傷
fceh 拂袖而去
fcel 抛售
fceo 擠進
fceo 抛進
fcep 擠佔
fceq 撤併
fcev 抗爭
fcex 擦肩而過
fcfb 搐搦
fcfc 擁擠
fcfg 技高一籌
fcfh 撤換
fcfh 摔死
fcfj 抗拒
fcfl 抛投
fcfl 抗捐
fcfm 搞掂
fcfn 擠挨
fcfo 摘抄
fcfp 撤掉
fcfp 摘掉
fcfp 抛掉
fcfp 擠掉
fcfp 摔掉
fcfq 抛擲
fcfq 挨肩擦背
fcfu 手到擒來
fcfw 擁抱
fcfx 摔打
fcgk 擁戴
fcgl 擁立
fcgm 搞笑
fcgo 天衣無縫
fcgo 天高氣爽
fcgv 抛妻
fcgx 抗辯
fcha 天高地厚
fcha 抗毒
fchb 撤軍
fchb 擁軍
fchc 摔壞
fchd 撤離
fchd 抛離
fchd 擅離
fche 搞起
fchh 擁堵
fchj 擅場
fchl 撤免
fchn 撤去
fcho 搞垮
fchp 攘外
fchr 正襟危坐
fchr 擅於
fchu 抗老
fchz 撤走
fcic 更衣室
fcic 撤案
fcie 擠在
fcif 搞定
fcih 撤資
fcis 抗寒
fcis 擁塞
fcit 掮客
fciw 擁有
fciz 擅自
fciz 摘自
fcjc 掠影
fcjf 抛球
fcjp 抗旱
fcjr 抗日
fcjs 抗暴
fckd 一九八四
fcke 搞了
fckg 捯飭
fckl 搞事
fckl 擠兌
fckr 抛卻
fckt 搞成
fclb 摘取
fclb 掠取
fclf 抗風
fclg 撤職
fcll 抗戰
fcln 抗聯
fclq 抗災
fclw 擁吻
fcmf 抗病
fcmk 抗稅
fcml 抗癌
fcmp 手到病除
fcmq 抗税
fcnf 抛灑
fcnh 搞清
fcnh 抗法
fcnl 兩袖清風
fcnm 搞活
fcno 撤退
fcno 撤消
fcnq 抗澇
fcns 抗洪
fcns 擠滿
fcnv 揮毫潑墨
fcoc 摘編
fcod 一夜之間
fcod 搞大
fcoe 掠奪
fcoe 擴充套件
fcol 抛光
fcoq 拱肩縮背
fcpc 擅長
fcpc 副市長
fcph 撤防
fcpr 撤除
fcpr 摘除
fcpy 摘帽
fcpy 撤崗
fcqc 捐棄前嫌
fcqd 抗逆
fcqi 打交道
fcqj 擠爆
fcql 擠兑
fcqq 抗炎
fcqq 撤營
fcqw 抗燃
fcqw 摔着
fcra 抗命
fcrb 搞怪
fcrf 撤兵
fcrh 天怒人怨
fcrh 一夜情
fcri 摘心
fcro 一致性
fcro 抗性
fcsd 抗菌
fcse 摘花
fcse 摘菜
fcsh 抛荒
fcsh 摔著
fcsn 一衣帶水
fcso 揮毫落紙
fcsr 提高警惕
fcss 天女散花
fcsv 擁躉
fcsy 擅用
fcta 摘錄
fctd 招商銀行
fcto 撤銷
fcts 抛錨
fcts 搞錯
fcuf 抗非
fcui 擠榨
fcuj 撤櫃
fcuq 再就業
fcuq 擠對
fcur 擅入
fcur 擠入
fcur 擁入
fcur 抛入
fcus 擅權
fcus 擠上
fcuy 撤標
fcvd 一如既往
fcwn 擠眼
fcwo 掖縣
fcww 捉襟見肘
fcxe 摘記
fcxo 掠過
fcxp 摘譯
fcxq 抗議
fcxr 撤訴
fcxs 擁護
fcxx 摘下
fcxx 撤下
fcxx 抛下
fcxy 抗體
fcyc 摘要
fcyn 抗震
fdab 拍磚
fdae 頑固不化
fdaf 打回原形
fdat 攔路
fdbc 搬屋
fdbd 拍擊
fdbk 招待費
fdbt 攪局
fdch 搜房
fdcm 搬到
fdcm 看得到
fdcm 拍到
fdcn 一開始
fddb 勁樂團
fddd 看得出
fddd 挑出
fddd 搬出
fddd 拍出
fddd 搜出
fddf 搬開
fddh 捭闔
fddj 攪得
fddm 拍門
fddp 拍片
fddp 一片片
fddr 招待所
fddy 挑釁
fddy 死衚衕
fdeb 攪亂
fdec 摁倒
fdee 挑選
fdeg 拉關係
fdeg 拙作
fdej 更待何時
fdek 攔住
fdek 捆住
fdek 正因爲
fdel 投鼠忌器
fdem 撑門面
fdem 撐門面
fdes 一鬨而散
fdeu 一般化
fdev 天行健
fdex 一般而言
fdex 一般而論
fdfa 攪擾
fdfb 挑撥
fdfc 挨門挨户
fdfd 一舉兩得
fdfd 拍拍
fdfd 搜搜
fdfd 挨門挨戶
fdfg 拍拖
fdfg 一問一答
fdfh 挑擔
fdfh 救困扶危
fdfl 拍攝
fdfl 挑逗
fdfl 挑頭
fdfm 一舉一動
fdfn 搜救
fdfo 一國兩制
fdfp 搬掉
fdfq 攪拌
fdfr 捨得一身剮敢把皇帝拉下馬
fdfs 拍手
fdfu 挑揀
fdfv 攔擋
fdfx 拍打
fdfx 打開天窗説亮話
fdfx 打開天窗說亮話
fdfy 搜捕
fdgc 挨門逐户
fdgd 挨門逐戶
fdgh 搜索
fdgk 攔截
fdgl 武裝部
fdgl 技術部
fdgq 一往無前
fdgq 攪翻
fdgr 按圖索驥
fdgu 拙笨
fdgv 擱筆
fdgv 拙筆
fdhb 搬運
fdhd 政出多門
fdhd 搬離
fdhd 一舉多得
fdhe 看得起
fdhe 挑起
fdhh 天圓地方
fdhh 攔堵
fdhm 五四運動
fdhn 攔劫
fdhp 拍賣
fdht 擱放
fdhz 搬走
fdic 手術室
fdic 拍案
fdie 搜狐
fdif 拍完
fdig 搬家
fdig 哲學家
fdir 一片冰心
fdis 搜身
fdit 拍客
fdiw 搜狗
fdjm 拍照
fdjs 搬弄
fdjw 挑剔
fdjw 挑明
fdke 五行八作
fdkh 一舉成名
fdkk 正因為
fdkl 一回事
fdkl 兩回事
fdko 正兒八經
fdks 挑食
fdkt 拍成
fdkt 攪成
fdkz 拍子
fdkz 挑子
fdlj 一問三不知
fdlj 搜剿
fdlk 一國三公
fdll 挑戰
fdln 挑唆
fdlw 技術員
fdmd 手術刀
fdmg 一團和氣
fdmh 搬移
fdmi 技術科
fdml 攪和
fdmm 搜刮
fdms 拙舌
fdmv 攪動
fdmv 挑動
fdmv 搬動
fdnc 挑染
fdnh 攪渾
fdnj 攪混
fdnk 擱淺
fdnr 頑固派
fdns 攔洪
fdnv 一團漆黑
fdnx 攔河
fdob 捆綁
fdod 搜繳
fdof 挑夫
fdog 拙劣
fdoi 一得之功
fdom 攪纏
fdop 一牆之隔
fdov 一得之愚
fdow 一得之見
fdoy 攔網
fdoy 捆縛
fdpa 拍岸
fdpf 拍戲
fdpg 擱置
fdpk 焉得虎子
fdps 投閒置散
fdpw 攔阻
fdqb 挑燈
fdqh 打得火熱
fdqs 一團糟
fdqw 攔着
fdqw 拍着
fdqw 挑着
fdqw 搬着
fdra 天從人願
fdre 一般人
fdrf 招待會
fdrf 殘奧會
fdrh 攪合
fdrm 拍馬
fdrn 一往情深
fdro 技術性
fdrv 一門心思
fdsc 攔蓄
fdsc 拖兒帶女
fdse 挑花
fdsf 拙荆
fdsf 一將難求
fdsf 拙荊
fdsg 技術革新
fdsh 拙著
fdsh 拍著
fdsh 挑著
fdsh 搬著
fdsh 攔著
fdsi 攪黃
fdsn 一盤散沙
fdsy 搬用
fdtl 摁釦
fdts 挑錯
fduc 排行榜
fdud 死得其所
fdue 捆紮
fduh 手術檯
fduj 搜查
fdul 搬來
fdul 提出來
fdun 接收機
fdun 豆漿機
fdun 手術枱
fdur 拍板
fdur 搜檢
fdur 搬入
fdus 技術上
fduu 一盤棋
fduu 拙樸
fduv 拍檔
fdux 一般來説
fdux 一般來說
fduy 挑刺
fdvi 搜尋
fdwi 攪匀
fdwi 攪勻
fdwj 拙見
fdwj 看得見
fdwk 挖牆腳
fdwn 挑眼
fdwn 拖後腿
fdwx 一般見識
fdwy 攔腰
fdxx 拍下
fdyf 迂迴曲折
fdyo 搬遷
feab 扔磚
feab 掙破
feae 死而不僵
feae 一代不如一代
feag 授受不親
feam 採礦
feao 一以貫之
feas 採石
febe 援引
febg 摇曳
febj 推車
febj 摇車
febm 摇尾
febn 推遲
febr 掉以輕心
febs 推展
fech 五保户
fecj 把她
feck 抓好
feck 援交
fecm 抓到
fecm 扔到
fecm 掙到
fecm 採到
fecn 扔棄
fecn 把妹
fecp 推敲
fecq 提供商
fecq 援敵
fecq 把齋
fecx 一爭高下
fedd 推出
fedd 推舉
fedd 把兒
fedd 抓舉
fedd 扔出
fedd 授牌
fedd 授與
fede 死而後已
fede 求仁得仁
fedf 推開
fedf 掙開
fedg 抓鬮
fedg 抓鬼
fedh 一條街
fedh 授徒
fedh 五保戶
fedj 推行
fedj 互爲因果
fedj 抓得
fedj 掙得
fedl 摇船
fedl 抓圖
fedl 推回
fedl 推問
fedm 把門
fedm 推門
fedn 把關
fedn 推後
fedn 推衍
fedo 死而復生
fedt 採收
fedt 授銜
fedw 授奬
fedw 摇奬
fedw 授獎
fedx 推向
feea 推優
feeb 推辭
feec 推倒
feed 一個個
feee 推選
feee 一條條
feeh 授受
feeh 把你
feei 據爲己有
feej 把他
feek 抓住
feek 採伐
feek 推及
feek 一代代
feek 一個巴掌拍不響
feek 把住
feeo 推進
feeo 扔進
feeo 一件件
feeo 持盈保泰
feer 推己及人
feer 捨己爲人
feeu 採集
feeu 撲面而來
feeu 一朶朶
feeu 採貨
feex 授信
fefa 更進一步
fefb 把握
fefb 採掘
fefb 推搡
fefc 採摘
fefd 一個勁兒
fefd 抓拍
fefe 掙扎
fefe 摇把
fefe 摇摇
fefe 推推
fefh 把持
fefh 採擷
fefh 亞伯拉罕
fefj 把攬
fefk 摇撼
fefl 摇頭
fefl 攝像頭
fefl 一個勁
fefl 一而再再而三
fefm 推搪
fefn 援救
fefp 摇擺
fefp 採擇
fefp 扔掉
fefp 推掉
fefr 捨己救人
fefs 摇手
fefs 把手
fefs 援手
fefs 扎手
fefs 推手
fefv 推擋
fefx 融爲一體
fefy 抓捕
fefy 一而再
fega 推延
fega 一傳十十傳百
fegd 五代十國
fegf 推卸
fegf 把我
fegi 一傳十
fegi 攝像管
fegj 摇籃
fegj 授意
fegj 殃及無辜
fego 操作系統
fegp 採血
fegq 推翻
fegs 採辦
fegv 援筆
fegw 一條龍
fegw 推算
fehb 援軍
fehc 互爲表裏
fehe 撰文
fehe 扎堆
fehe 抓起
fehg 授旗
fehj 殖民地
fehn 抓去
fehp 援外
fehp 挺而走險
fehq 救民於水火
feht 推土
feic 再作馮婦
feid 撰寫
feid 採寫
feie 扔在
feif 推定
feig 操作工
feij 抓狂
feik 把守
feik 一個字
feir 採蜜
feis 抓獲
feis 副傷寒
